,Civilian labour force,County,Employed poulation,Rate of Unemployment,State,Unemployed population
1970,27651.0,Haywood,26197.0,5.0,NC,1454.0
1971,50660.0,Henderson,48252.0,5.0,NC,2408.0
1972,9221.0,Hertford,8570.0,7.0,NC,651.0
1973,19831.0,Hoke,18257.0,8.0,NC,1574.0
1974,2145.0,Hyde,1949.0,9.0,NC,196.0
1975,82183.0,Iredell,77666.0,6.0,NC,4517.0
1976,18465.0,Jackson,17340.0,6.0,NC,1125.0
1977,88159.0,Johnston,83549.0,5.0,NC,4610.0
1978,4548.0,Jones,4286.0,6.0,NC,262.0
1979,26090.0,Lee,24208.0,7.0,NC,1882.0
1980,27741.0,Lenoir,25980.0,6.0,NC,1761.0
1981,40614.0,Lincoln,38408.0,5.0,NC,2206.0
1982,21260.0,McDowell,20091.0,6.0,NC,1169.0
1983,15119.0,Macon,14187.0,6.0,NC,932.0
1984,9470.0,Madison,8930.0,6.0,NC,540.0
1985,9717.0,Martin,8971.0,8.0,NC,746.0
1986,565288.0,Mecklenburg,534989.0,5.0,NC,30299.0
1987,6311.0,Mitchell,5879.0,7.0,NC,432.0
1988,11625.0,Montgomery,10963.0,6.0,NC,662.0
1989,38289.0,Moore,36069.0,6.0,NC,2220.0
1990,43865.0,Nash,40670.0,7.0,NC,3195.0
1991,113388.0,New,107314.0,5.0,NC,6074.0
1992,7866.0,Northampton,7273.0,8.0,NC,593.0
1993,63749.0,Onslow,59993.0,6.0,NC,3756.0
1994,73372.0,Orange,69975.0,5.0,NC,3397.0
1995,5335.0,Pamlico,5017.0,6.0,NC,318.0
1996,17450.0,Pasquotank,16185.0,7.0,NC,1265.0
1997,26017.0,Pender,24431.0,6.0,NC,1586.0
1998,5156.0,Perquimans,4788.0,7.0,NC,368.0
1999,17884.0,Person,16670.0,7.0,NC,1214.0
2000,87688.0,Pitt,82376.0,6.0,NC,5312.0
2001,8661.0,Polk,8220.0,5.0,NC,441.0
2002,66641.0,Randolph,62839.0,6.0,NC,3802.0
2003,16926.0,Richmond,15586.0,8.0,NC,1340.0
2004,51047.0,Robeson,46723.0,9.0,NC,4324.0
2005,41121.0,Rockingham,38400.0,7.0,NC,2721.0
2006,63095.0,Rowan,59252.0,6.0,NC,3843.0
2007,25050.0,Rutherford,23104.0,8.0,NC,1946.0
2008,29543.0,Sampson,27794.0,6.0,NC,1749.0
2009,11860.0,Scotland,10603.0,11.0,NC,1257.0
2010,28796.0,Stanly,27263.0,5.0,NC,1533.0
2011,21804.0,Stokes,20620.0,5.0,NC,1184.0
2012,33328.0,Surry,31522.0,5.0,NC,1806.0
2013,6775.0,Swain,6255.0,8.0,NC,520.0
2014,13546.0,Transylvania,12809.0,5.0,NC,737.0
2015,1547.0,Tyrrell,1400.0,10.0,NC,147.0
2016,112322.0,Union,106879.0,5.0,NC,5443.0
2017,18047.0,Vance,16501.0,9.0,NC,1546.0
2018,539483.0,Wake,514064.0,5.0,NC,25419.0
2019,7212.0,Warren,6614.0,8.0,NC,598.0
2020,4967.0,Washington,4536.0,9.0,NC,431.0
2021,27391.0,Watauga,26064.0,5.0,NC,1327.0
2022,53729.0,Wayne,50472.0,6.0,NC,3257.0
2023,29629.0,Wilkes,27945.0,6.0,NC,1684.0
2024,36751.0,Wilson,33260.0,10.0,NC,3491.0
2025,17487.0,Yadkin,16613.0,5.0,NC,874.0
2026,7415.0,Yancey,6978.0,6.0,NC,437.0
2028,1109.0,Adams,1077.0,3.0,ND,32.0
2029,5647.0,Barnes,5466.0,3.0,ND,181.0
2030,2481.0,Benson,2367.0,5.0,ND,114.0
2031,468.0,Billings,454.0,3.0,ND,14.0
2032,3243.0,Bottineau,3101.0,4.0,ND,142.0
2033,1863.0,Bowman,1828.0,2.0,ND,35.0
2034,1182.0,Burke,1143.0,3.0,ND,39.0
2035,48981.0,Burleigh,47814.0,2.0,ND,1167.0
2036,95417.0,Cass,93277.0,2.0,ND,2140.0
2037,2062.0,Cavalier,2005.0,3.0,ND,57.0
2038,2553.0,Dickey,2506.0,2.0,ND,47.0
2039,1816.0,Divide,1783.0,2.0,ND,33.0
2040,4020.0,Dunn,3941.0,2.0,ND,79.0
2041,1271.0,Eddy,1210.0,5.0,ND,61.0
2042,1553.0,Emmons,1476.0,5.0,ND,77.0
2043,1630.0,Foster,1583.0,3.0,ND,47.0
2044,978.0,Golden,956.0,2.0,ND,22.0
2045,37527.0,Grand,36612.0,2.0,ND,915.0
2046,1320.0,Grant,1278.0,3.0,ND,42.0
2047,1155.0,Griggs,1128.0,2.0,ND,27.0
2048,1555.0,Hettinger,1516.0,3.0,ND,39.0
2049,1343.0,Kidder,1294.0,4.0,ND,49.0
2050,2272.0,LaMoure,2216.0,3.0,ND,56.0
2051,948.0,Logan,921.0,3.0,ND,27.0
2052,3281.0,McHenry,3143.0,4.0,ND,138.0
2053,1245.0,McIntosh,1206.0,3.0,ND,39.0
2054,9209.0,McKenzie,8980.0,3.0,ND,229.0
2055,4925.0,McLean,4741.0,4.0,ND,184.0
2056,4310.0,Mercer,4129.0,4.0,ND,181.0
2057,16273.0,Morton,15772.0,3.0,ND,501.0
2058,8147.0,Mountrail,7987.0,2.0,ND,160.0
2059,1519.0,Nelson,1462.0,4.0,ND,57.0
2060,883.0,Oliver,831.0,6.0,ND,52.0
2061,3611.0,Pembina,3418.0,5.0,ND,193.0
2062,1839.0,Pierce,1762.0,4.0,ND,77.0
2063,5692.0,Ramsey,5499.0,3.0,ND,193.0
2064,2777.0,Ransom,2709.0,2.0,ND,68.0
2065,1339.0,Renville,1294.0,3.0,ND,45.0
2066,8603.0,Richland,8368.0,3.0,ND,235.0
2067,4890.0,Rolette,4386.0,10.0,ND,504.0
2068,2257.0,Sargent,2216.0,2.0,ND,41.0
2069,726.0,Sheridan,689.0,5.0,ND,37.0
2070,1294.0,Sioux,1237.0,4.0,ND,57.0
2071,465.0,Slope,453.0,3.0,ND,12.0
2072,20298.0,Stark,19749.0,3.0,ND,549.0
2073,1063.0,Steele,1039.0,2.0,ND,24.0
2074,10713.0,Stutsman,10437.0,3.0,ND,276.0
2075,1242.0,Towner,1209.0,3.0,ND,33.0
2076,4452.0,Traill,4326.0,3.0,ND,126.0
2077,5580.0,Walsh,5347.0,4.0,ND,233.0
2078,34299.0,Ward,33205.0,3.0,ND,1094.0
2079,2173.0,Wells,2086.0,4.0,ND,87.0
2080,28717.0,Williams,28035.0,2.0,ND,682.0
2082,10681.0,Adams,9842.0,8.0,OH,839.0
2083,47839.0,Allen,45520.0,5.0,OH,2319.0
2084,25973.0,Ashland,24670.0,5.0,OH,1303.0
2085,44344.0,Ashtabula,41699.0,6.0,OH,2645.0
2086,27908.0,Athens,26172.0,6.0,OH,1736.0
2087,24452.0,Auglaize,23553.0,4.0,OH,899.0
2088,31148.0,Belmont,29174.0,6.0,OH,1974.0
2089,19485.0,Brown,18272.0,6.0,OH,1213.0
2090,187441.0,Butler,178844.0,5.0,OH,8597.0
2091,13347.0,Carroll,12552.0,6.0,OH,795.0
2092,19873.0,Champaign,19004.0,4.0,OH,869.0
2093,64075.0,Clark,60875.0,5.0,OH,3200.0
2094,102671.0,Clermont,98041.0,5.0,OH,4630.0
2095,16685.0,Clinton,15650.0,6.0,OH,1035.0
2096,49382.0,Columbiana,46486.0,6.0,OH,2896.0
2097,15850.0,Coshocton,14841.0,6.0,OH,1009.0
2098,19074.0,Crawford,17968.0,6.0,OH,1106.0
2099,608690.0,Cuyahoga,577037.0,5.0,OH,31653.0
2100,26215.0,Darke,25098.0,4.0,OH,1117.0
2101,18671.0,Defiance,17756.0,5.0,OH,915.0
2102,102340.0,Delaware,98729.0,4.0,OH,3611.0
2103,37356.0,Erie,35288.0,6.0,OH,2068.0
2104,74877.0,Fairfield,71619.0,4.0,OH,3258.0
2105,14022.0,Fayette,13330.0,5.0,OH,692.0
2106,655826.0,Franklin,629006.0,4.0,OH,26820.0
2107,22435.0,Fulton,21342.0,5.0,OH,1093.0
2108,12204.0,Gallia,11412.0,7.0,OH,792.0
2109,48668.0,Geauga,46625.0,4.0,OH,2043.0
2110,80377.0,Greene,76871.0,4.0,OH,3506.0
2111,19200.0,Guernsey,18011.0,6.0,OH,1189.0
2112,401449.0,Hamilton,383393.0,5.0,OH,18056.0
2113,40755.0,Hancock,39264.0,4.0,OH,1491.0
2114,14495.0,Hardin,13797.0,5.0,OH,698.0
2115,7184.0,Harrison,6732.0,6.0,OH,452.0
2116,13547.0,Henry,12790.0,6.0,OH,757.0
2117,16935.0,Highland,15858.0,6.0,OH,1077.0
2118,13011.0,Hocking,12285.0,6.0,OH,726.0
2119,20625.0,Holmes,19920.0,3.0,OH,705.0
2120,27611.0,Huron,25796.0,7.0,OH,1815.0
2121,13047.0,Jackson,12067.0,8.0,OH,980.0
2122,29383.0,Jefferson,27204.0,7.0,OH,2179.0
2123,31227.0,Knox,29779.0,5.0,OH,1448.0
2124,123466.0,Lake,117878.0,5.0,OH,5588.0
2125,24897.0,Lawrence,23438.0,6.0,OH,1459.0
2126,86932.0,Licking,83077.0,4.0,OH,3855.0
2127,23096.0,Logan,22124.0,4.0,OH,972.0
2128,149794.0,Lorain,141416.0,6.0,OH,8378.0
2129,208736.0,Lucas,197666.0,5.0,OH,11070.0
2130,20496.0,Madison,19670.0,4.0,OH,826.0
2131,106925.0,Mahoning,100417.0,6.0,OH,6508.0
2132,27771.0,Marion,26351.0,5.0,OH,1420.0
2133,94463.0,Medina,90539.0,4.0,OH,3924.0
2134,9093.0,Meigs,8345.0,8.0,OH,748.0
2135,23003.0,Mercer,22250.0,3.0,OH,753.0
2136,52393.0,Miami,50091.0,4.0,OH,2302.0
2137,5541.0,Monroe,4990.0,10.0,OH,551.0
2138,249052.0,Montgomery,236593.0,5.0,OH,12459.0
2139,6703.0,Morgan,6214.0,7.0,OH,489.0
2140,16684.0,Morrow,15844.0,5.0,OH,840.0
2141,38798.0,Muskingum,36393.0,6.0,OH,2405.0
2142,4972.0,Noble,4611.0,7.0,OH,361.0
2143,21023.0,Ottawa,19635.0,7.0,OH,1388.0
2144,8904.0,Paulding,8478.0,5.0,OH,426.0
2145,15824.0,Perry,14791.0,7.0,OH,1033.0
2146,25741.0,Pickaway,24517.0,5.0,OH,1224.0
2147,10472.0,Pike,9706.0,7.0,OH,766.0
2148,86817.0,Portage,82594.0,5.0,OH,4223.0
2149,20983.0,Preble,19972.0,5.0,OH,1011.0
2150,18663.0,Putnam,17940.0,4.0,OH,723.0
2151,53558.0,Richland,50571.0,6.0,OH,2987.0
2152,33713.0,Ross,31907.0,5.0,OH,1806.0
2153,31354.0,Sandusky,29845.0,5.0,OH,1509.0
2154,29572.0,Scioto,27310.0,8.0,OH,2262.0
2155,27142.0,Seneca,25831.0,5.0,OH,1311.0
2156,24076.0,Shelby,23042.0,4.0,OH,1034.0
2157,186530.0,Stark,176711.0,5.0,OH,9819.0
2158,271713.0,Summit,258212.0,5.0,OH,13501.0
2159,91394.0,Trumbull,85504.0,6.0,OH,5890.0
2160,45438.0,Tuscarawas,42998.0,5.0,OH,2440.0
2161,27023.0,Union,25986.0,4.0,OH,1037.0
2162,14326.0,Van,13731.0,4.0,OH,595.0
2163,5459.0,Vinton,5102.0,7.0,OH,357.0
2164,112405.0,Warren,107739.0,4.0,OH,4666.0
2165,28053.0,Washington,26368.0,6.0,OH,1685.0
2166,59993.0,Wayne,57632.0,4.0,OH,2361.0
2167,19010.0,Williams,18171.0,4.0,OH,839.0
2168,69581.0,Wood,66610.0,4.0,OH,2971.0
2169,12346.0,Wyandot,11895.0,4.0,OH,451.0
2171,8165.0,Adair,7669.0,6.0,OK,496.0
2172,3164.0,Alfalfa,3070.0,3.0,OK,94.0
2173,4862.0,Atoka,4546.0,7.0,OK,316.0
2174,3023.0,Beaver,2941.0,3.0,OK,82.0
2175,12210.0,Beckham,11587.0,5.0,OK,623.0
2176,4486.0,Blaine,4314.0,4.0,OK,172.0
2177,18340.0,Bryan,17502.0,5.0,OK,838.0
2178,11836.0,Caddo,11226.0,5.0,OK,610.0
2179,68291.0,Canadian,65822.0,4.0,OK,2469.0
2180,22557.0,Carter,21530.0,5.0,OK,1027.0
2181,19267.0,Cherokee,18270.0,5.0,OK,997.0
2182,5915.0,Choctaw,5461.0,8.0,OK,454.0
2183,1375.0,Cimarron,1344.0,2.0,OK,31.0
2184,138148.0,Cleveland,133260.0,4.0,OK,4888.0
2185,2320.0,Coal,2143.0,8.0,OK,177.0
2186,49642.0,Comanche,47478.0,4.0,OK,2164.0
2187,2861.0,Cotton,2742.0,4.0,OK,119.0
2188,6261.0,Craig,5958.0,5.0,OK,303.0
2189,31339.0,Creek,29781.0,5.0,OK,1558.0
2190,15655.0,Custer,15020.0,4.0,OK,635.0
2191,17475.0,Delaware,16609.0,5.0,OK,866.0
2192,2496.0,Dewey,2406.0,4.0,OK,90.0
2193,2391.0,Ellis,2294.0,4.0,OK,97.0
2194,30082.0,Garfield,28895.0,4.0,OK,1187.0
2195,12831.0,Garvin,12227.0,5.0,OK,604.0
2196,26219.0,Grady,25040.0,5.0,OK,1179.0
2197,3289.0,Grant,3193.0,3.0,OK,96.0
2198,2169.0,Greer,2046.0,6.0,OK,123.0
2199,1302.0,Harmon,1257.0,4.0,OK,45.0
2200,1986.0,Harper,1926.0,3.0,OK,60.0
2201,4480.0,Haskell,4124.0,8.0,OK,356.0
2202,5735.0,Hughes,5305.0,8.0,OK,430.0
2203,10874.0,Jackson,10431.0,4.0,OK,443.0
2204,2680.0,Jefferson,2526.0,6.0,OK,154.0
2205,3971.0,Johnston,3712.0,7.0,OK,259.0
2206,19196.0,Kay,18103.0,6.0,OK,1093.0
2207,8276.0,Kingfisher,8016.0,3.0,OK,260.0
2208,4163.0,Kiowa,3969.0,5.0,OK,194.0
2209,3862.0,Latimer,3548.0,8.0,OK,314.0
2210,19636.0,Le,18276.0,7.0,OK,1360.0
2211,15877.0,Lincoln,15135.0,5.0,OK,742.0
2212,21473.0,Logan,20655.0,4.0,OK,818.0
2213,5978.0,Love,5765.0,4.0,OK,213.0
2214,18756.0,McClain,18058.0,4.0,OK,698.0
2215,14740.0,McCurtain,13568.0,8.0,OK,1172.0
2216,7085.0,McIntosh,6472.0,9.0,OK,613.0
2217,4298.0,Major,4157.0,3.0,OK,141.0
2218,6783.0,Marshall,6412.0,6.0,OK,371.0
2219,19402.0,Mayes,18562.0,4.0,OK,840.0
2220,6765.0,Murray,6479.0,4.0,OK,286.0
2221,29580.0,Muskogee,28057.0,5.0,OK,1523.0
2222,5640.0,Noble,5439.0,4.0,OK,201.0
2223,4798.0,Nowata,4524.0,6.0,OK,274.0
2224,4543.0,Okfuskee,4276.0,6.0,OK,267.0
2225,374832.0,Oklahoma,360036.0,4.0,OK,14796.0
2226,16221.0,Okmulgee,15136.0,7.0,OK,1085.0
2227,21221.0,Osage,20101.0,5.0,OK,1120.0
2228,14372.0,Ottawa,13634.0,5.0,OK,738.0
2229,7472.0,Pawnee,7035.0,6.0,OK,437.0
2230,38386.0,Payne,37031.0,4.0,OK,1355.0
2231,17434.0,Pittsburg,16438.0,6.0,OK,996.0
2232,18244.0,Pontotoc,17516.0,4.0,OK,728.0
2233,32739.0,Pottawatomie,31263.0,5.0,OK,1476.0
2234,4913.0,Pushmataha,4530.0,8.0,OK,383.0
2235,1838.0,Roger,1760.0,4.0,OK,78.0
2236,44610.0,Rogers,42651.0,4.0,OK,1959.0
2237,9606.0,Seminole,8949.0,7.0,OK,657.0
2238,16778.0,Sequoyah,15711.0,6.0,OK,1067.0
2239,20278.0,Stephens,19061.0,6.0,OK,1217.0
2240,9692.0,Texas,9379.0,3.0,OK,313.0
2241,3358.0,Tillman,3214.0,4.0,OK,144.0
2242,317847.0,Tulsa,304659.0,4.0,OK,13188.0
2243,36246.0,Wagoner,34719.0,4.0,OK,1527.0
2244,24453.0,Washington,23398.0,4.0,OK,1055.0
2245,5606.0,Washita,5294.0,6.0,OK,312.0
2246,5367.0,Woods,5219.0,3.0,OK,148.0
2247,10303.0,Woodward,9769.0,5.0,OK,534.0
2249,6672.0,Baker,6222.0,7.0,OR,450.0
2250,45433.0,Benton,43515.0,4.0,OR,1918.0
2251,205170.0,Clackamas,194664.0,5.0,OR,10506.0
2252,18351.0,Clatsop,17350.0,6.0,OR,1001.0
2253,22682.0,Columbia,21060.0,7.0,OR,1622.0
2254,25947.0,Coos,24020.0,7.0,OR,1927.0
2255,9022.0,Crook,8269.0,8.0,OR,753.0
2256,8712.0,Curry,7994.0,8.0,OR,718.0
2257,84757.0,Deschutes,79773.0,6.0,OR,4984.0
2258,44369.0,Douglas,41043.0,8.0,OR,3326.0
2259,809.0,Gilliam,757.0,6.0,OR,52.0
2260,3090.0,Grant,2822.0,9.0,OR,268.0
2261,3304.0,Harney,3067.0,7.0,OR,237.0
2262,13526.0,Hood,12889.0,5.0,OR,637.0
2263,98035.0,Jackson,91391.0,7.0,OR,6644.0
2264,9644.0,Jefferson,8939.0,7.0,OR,705.0
2265,33271.0,Josephine,30702.0,8.0,OR,2569.0
2266,28661.0,Klamath,26427.0,8.0,OR,2234.0
2267,3436.0,Lake,3173.0,8.0,OR,263.0
2268,172546.0,Lane,162505.0,6.0,OR,10041.0
2269,20521.0,Lincoln,19157.0,7.0,OR,1364.0
2270,55192.0,Linn,51482.0,7.0,OR,3710.0
2271,11956.0,Malheur,11195.0,6.0,OR,761.0
2272,152637.0,Marion,143478.0,6.0,OR,9159.0
2273,5541.0,Morrow,5224.0,6.0,OR,317.0
2274,429671.0,Multnomah,408592.0,5.0,OR,21079.0
2275,36584.0,Polk,34526.0,6.0,OR,2058.0
2276,888.0,Sherman,834.0,6.0,OR,54.0
2277,11390.0,Tillamook,10749.0,6.0,OR,641.0
2278,35248.0,Umatilla,33007.0,6.0,OR,2241.0
2279,11702.0,Union,10982.0,6.0,OR,720.0
2280,3242.0,Wallowa,2990.0,8.0,OR,252.0
2281,13024.0,Wasco,12295.0,6.0,OR,729.0
2282,301641.0,Washington,287484.0,5.0,OR,14157.0
2283,692.0,Wheeler,656.0,5.0,OR,36.0
2284,50864.0,Yamhill,48176.0,5.0,OR,2688.0
2286,54988.0,Adams,52677.0,4.0,PA,2311.0
2287,647492.0,Allegheny,615407.0,5.0,PA,32085.0
2288,33025.0,Armstrong,30832.0,7.0,PA,2193.0
2289,85780.0,Beaver,80594.0,6.0,PA,5186.0
2290,24125.0,Bedford,22660.0,6.0,PA,1465.0
2291,212498.0,Berks,202014.0,5.0,PA,10484.0
2292,60989.0,Blair,57845.0,5.0,PA,3144.0
2293,31366.0,Bradford,29509.0,6.0,PA,1857.0
2294,337571.0,Bucks,321809.0,5.0,PA,15762.0
2295,98098.0,Butler,93467.0,5.0,PA,4631.0
2296,62331.0,Cambria,58242.0,7.0,PA,4089.0
2297,2263.0,Cameron,2101.0,7.0,PA,162.0
2298,31454.0,Carbon,29549.0,6.0,PA,1905.0
2299,77805.0,Centre,74712.0,4.0,PA,3093.0
2300,277062.0,Chester,266506.0,4.0,PA,10556.0
2301,18269.0,Clarion,17177.0,6.0,PA,1092.0
2302,36412.0,Clearfield,33990.0,7.0,PA,2422.0
2303,18762.0,Clinton,17470.0,7.0,PA,1292.0
2304,33735.0,Columbia,31827.0,6.0,PA,1908.0
2305,41044.0,Crawford,38908.0,5.0,PA,2136.0
2306,128389.0,Cumberland,123266.0,4.0,PA,5123.0
2307,140983.0,Dauphin,134421.0,5.0,PA,6562.0
2308,291513.0,Delaware,277251.0,5.0,PA,14262.0
2309,16329.0,Elk,15524.0,5.0,PA,805.0
2310,134748.0,Erie,127337.0,6.0,PA,7411.0
2311,58364.0,Fayette,53985.0,8.0,PA,4379.0
2312,1899.0,Forest,1750.0,8.0,PA,149.0
2313,77850.0,Franklin,73988.0,5.0,PA,3862.0
2314,7440.0,Fulton,6977.0,6.0,PA,463.0
2315,18161.0,Greene,17072.0,6.0,PA,1089.0
2316,19668.0,Huntingdon,18287.0,7.0,PA,1381.0
2317,41757.0,Indiana,39117.0,6.0,PA,2640.0
2318,20970.0,Jefferson,19690.0,6.0,PA,1280.0
2319,11990.0,Juniata,11396.0,5.0,PA,594.0
2320,106408.0,Lackawanna,100205.0,6.0,PA,6203.0
2321,275981.0,Lancaster,264626.0,4.0,PA,11355.0
2322,42110.0,Lawrence,39454.0,6.0,PA,2656.0
2323,70063.0,Lebanon,66890.0,5.0,PA,3173.0
2324,185778.0,Lehigh,175869.0,5.0,PA,9909.0
2325,158764.0,Luzerne,148514.0,7.0,PA,10250.0
2326,60904.0,Lycoming,57216.0,6.0,PA,3688.0
2327,18979.0,McKean,17825.0,6.0,PA,1154.0
2328,52997.0,Mercer,50107.0,6.0,PA,2890.0
2329,20913.0,Mifflin,19706.0,6.0,PA,1207.0
2330,80768.0,Monroe,75552.0,7.0,PA,5216.0
2331,440895.0,Montgomery,422542.0,4.0,PA,18353.0
2332,9147.0,Montour,8752.0,4.0,PA,395.0
2333,156593.0,Northampton,148341.0,5.0,PA,8252.0
2334,43432.0,Northumberland,40780.0,6.0,PA,2652.0
2335,24107.0,Perry,23030.0,5.0,PA,1077.0
2336,695540.0,Philadelphia,646080.0,7.0,PA,49460.0
2337,24964.0,Pike,23330.0,7.0,PA,1634.0
2338,7375.0,Potter,6856.0,7.0,PA,519.0
2339,68186.0,Schuylkill,63898.0,6.0,PA,4288.0
2340,20064.0,Snyder,19122.0,5.0,PA,942.0
2341,34463.0,Somerset,32110.0,7.0,PA,2353.0
2342,3034.0,Sullivan,2847.0,6.0,PA,187.0
2343,21400.0,Susquehanna,20205.0,6.0,PA,1195.0
2344,20330.0,Tioga,19006.0,7.0,PA,1324.0
2345,19307.0,Union,18443.0,5.0,PA,864.0
2346,24461.0,Venango,23005.0,6.0,PA,1456.0
2347,19955.0,Warren,18959.0,5.0,PA,996.0
2348,106615.0,Washington,100677.0,6.0,PA,5938.0
2349,22268.0,Wayne,20972.0,6.0,PA,1296.0
2350,182925.0,Westmoreland,173042.0,5.0,PA,9883.0
2351,14116.0,Wyoming,13254.0,6.0,PA,862.0
2352,232736.0,York,221649.0,5.0,PA,11087.0
2354,26163.0,Bristol,24779.0,5.0,RI,1384.0
2355,91018.0,Kent,85996.0,6.0,RI,5022.0
2356,44082.0,Newport,41696.0,5.0,RI,2386.0
2357,323888.0,Providence,303336.0,6.0,RI,20552.0
2358,69336.0,Washington,65448.0,6.0,RI,3888.0
2359,2269339.0,South,2134244.0,6.0,SC,135095.0
2360,10349.0,Abbeville,9637.0,7.0,SC,712.0
2361,73925.0,Aiken,69577.0,6.0,SC,4348.0
2362,2748.0,Allendale,2438.0,11.0,SC,310.0
2363,88475.0,Anderson,83700.0,5.0,SC,4775.0
2364,5460.0,Bamberg,4888.0,11.0,SC,572.0
2365,8377.0,Barnwell,7625.0,9.0,SC,752.0
2366,71661.0,Beaufort,67748.0,6.0,SC,3913.0
2367,93501.0,Berkeley,88358.0,6.0,SC,5143.0
2368,6893.0,Calhoun,6402.0,7.0,SC,491.0
2369,198201.0,Charleston,188603.0,5.0,SC,9598.0
2370,23460.0,Cherokee,21793.0,7.0,SC,1667.0
2371,13455.0,Chester,12329.0,8.0,SC,1126.0
2372,21440.0,Chesterfield,20146.0,6.0,SC,1294.0
2373,13065.0,Clarendon,12062.0,8.0,SC,1003.0
2374,16719.0,Colleton,15555.0,7.0,SC,1164.0
2375,30066.0,Darlington,27851.0,7.0,SC,2215.0
2376,12674.0,Dillon,11583.0,9.0,SC,1091.0
2377,72712.0,Dorchester,68732.0,6.0,SC,3980.0
2378,10668.0,Edgefield,9991.0,6.0,SC,677.0
2379,10022.0,Fairfield,9216.0,8.0,SC,806.0
2380,65502.0,Florence,61238.0,7.0,SC,4264.0
2381,25233.0,Georgetown,23114.0,8.0,SC,2119.0
2382,242978.0,Greenville,230986.0,5.0,SC,11992.0
2383,31263.0,Greenwood,29290.0,6.0,SC,1973.0
2384,8348.0,Hampton,7648.0,8.0,SC,700.0
2385,137323.0,Horry,127572.0,7.0,SC,9751.0
2386,11821.0,Jasper,11216.0,5.0,SC,605.0
2387,28945.0,Kershaw,27217.0,6.0,SC,1728.0
2388,36712.0,Lancaster,34404.0,6.0,SC,2308.0
2389,30282.0,Laurens,28304.0,7.0,SC,1978.0
2390,6459.0,Lee,5915.0,8.0,SC,544.0
2391,145391.0,Lexington,138363.0,5.0,SC,7028.0
2392,3441.0,McCormick,3197.0,7.0,SC,244.0
2393,12863.0,Marion,11581.0,10.0,SC,1282.0
2394,9647.0,Marlboro,8678.0,10.0,SC,969.0
2395,18899.0,Newberry,17897.0,5.0,SC,1002.0
2396,34490.0,Oconee,32493.0,6.0,SC,1997.0
2397,36944.0,Orangeburg,32931.0,11.0,SC,4013.0
2398,56069.0,Pickens,52837.0,6.0,SC,3232.0
2399,198717.0,Richland,187477.0,6.0,SC,11240.0
2400,8830.0,Saluda,8368.0,5.0,SC,462.0
2401,139880.0,Spartanburg,131900.0,6.0,SC,7980.0
2402,44379.0,Sumter,41356.0,7.0,SC,3023.0
2403,11556.0,Union,10645.0,8.0,SC,911.0
2404,12819.0,Williamsburg,11638.0,9.0,SC,1181.0
2405,126680.0,York,119748.0,6.0,SC,6932.0
2407,1568.0,Aurora,1533.0,2.0,SD,35.0
2408,9452.0,Beadle,9202.0,3.0,SD,250.0
2409,1129.0,Bennett,1072.0,5.0,SD,57.0
2410,3004.0,Bon,2924.0,3.0,SD,80.0
2411,18531.0,Brookings,17987.0,3.0,SD,544.0
2412,20952.0,Brown,20393.0,3.0,SD,559.0
2413,2532.0,Brule,2464.0,3.0,SD,68.0
2414,714.0,Buffalo,664.0,7.0,SD,50.0
2415,5083.0,Butte,4910.0,3.0,SD,173.0
2416,848.0,Campbell,823.0,3.0,SD,25.0
2417,3977.0,Charles,3840.0,3.0,SD,137.0
2418,1962.0,Clark,1890.0,4.0,SD,72.0
2419,6997.0,Clay,6782.0,3.0,SD,215.0
2420,15292.0,Codington,14820.0,3.0,SD,472.0
2421,1488.0,Corson,1412.0,5.0,SD,76.0
2422,3956.0,Custer,3788.0,4.0,SD,168.0
2423,11305.0,Davison,11018.0,3.0,SD,287.0
2424,2855.0,Day,2712.0,5.0,SD,143.0
2425,2306.0,Deuel,2191.0,5.0,SD,115.0
2426,2289.0,Dewey,2025.0,12.0,SD,264.0
2427,1670.0,Douglas,1629.0,3.0,SD,41.0
2428,2215.0,Edmunds,2160.0,3.0,SD,55.0
2429,2968.0,Fall,2836.0,4.0,SD,132.0
2430,1117.0,Faulk,1088.0,3.0,SD,29.0
2431,4696.0,Grant,4557.0,3.0,SD,139.0
2432,2053.0,Gregory,1988.0,3.0,SD,65.0
2433,1095.0,Haakon,1070.0,2.0,SD,25.0
2434,3128.0,Hamlin,3023.0,3.0,SD,105.0
2435,1870.0,Hand,1827.0,2.0,SD,43.0
2436,1795.0,Hanson,1735.0,3.0,SD,60.0
2437,778.0,Harding,759.0,2.0,SD,19.0
2438,9876.0,Hughes,9638.0,2.0,SD,238.0
2439,3666.0,Hutchinson,3575.0,3.0,SD,91.0
2440,705.0,Hyde,685.0,3.0,SD,20.0
2441,1324.0,Jackson,1267.0,4.0,SD,57.0
2442,1123.0,Jerauld,1098.0,2.0,SD,25.0
2443,583.0,Jones,566.0,3.0,SD,17.0
2444,2748.0,Kingsbury,2667.0,3.0,SD,81.0
2445,6498.0,Lake,6262.0,4.0,SD,236.0
2446,12712.0,Lawrence,12296.0,3.0,SD,416.0
2447,30397.0,Lincoln,29712.0,2.0,SD,685.0
2448,1790.0,Lyman,1706.0,5.0,SD,84.0
2449,3126.0,McCook,3051.0,2.0,SD,75.0
2450,1111.0,McPherson,1074.0,3.0,SD,37.0
2451,2498.0,Marshall,2402.0,4.0,SD,96.0
