State,State Abb,County,UID (county-state),Unemployment Rate,Population
Oklahoma,OK,Beaver,Beaver-OK,2.641666667,5636
South Dakota,SD,McCook,McCook-SD,2.391666667,5618
Texas,TX,Hansford,Hansford-TX,2.966666667,5613
Montana,MT,Broadwater,Broadwater-MT,4.966666667,5612
Illinois,IL,Gallatin,Gallatin-IL,6.875,5589
Tennessee,TN,Van Buren,Van Buren-TN,8.241666667,5548
Nebraska,NE,Boone,Boone-NE,2.441666667,5505
Nebraska,NE,Sheridan,Sheridan-NE,2.683333333,5469
Colorado,CO,Lincoln,Lincoln-CO,3.416666667,5467
North Dakota,ND,Ransom,Ransom-ND,2.441666667,5457
Colorado,CO,Gilpin,Gilpin-CO,3.108333333,5441
South Dakota,SD,Walworth,Walworth-SD,5.441666667,5438
Minnesota,MN,Mahnomen,Mahnomen-MN,5.375,5413
Texas,TX,Wheeler,Wheeler-TX,3.916666667,5410
Nebraska,NE,Polk,Polk-NE,2.525,5406
North Dakota,ND,McHenry,McHenry-ND,4.15,5395
Arkansas,AR,Calhoun,Calhoun-AR,5.783333333,5368
Illinois,IL,Scott,Scott-IL,5.808333333,5355
Nevada,NV,Lincoln,Lincoln-NV,6.216666667,5345
Montana,MT,Toole,Toole-MT,3.358333333,5324
South Dakota,SD,Dewey,Dewey-SD,11.41666667,5301
Texas,TX,Jim Hogg,Jim Hogg-TX,7.225,5300
North Dakota,ND,Dickey,Dickey-ND,1.833333333,5289
Minnesota,MN,Big Stone,Big Stone-MN,4.458333333,5269
South Dakota,SD,Brule,Brule-SD,2.733333333,5255
Texas,TX,Delta,Delta-TX,4.633333333,5231
Nebraska,NE,Thayer,Thayer-NE,2.366666667,5228
Nebraska,NE,Johnson,Johnson-NE,3.283333333,5217
Idaho,ID,Lincoln,Lincoln-ID,4.425,5208
Virginia,VA,Craig,Craig-VA,5.483333333,5190
Kansas,KS,Rooks,Rooks-KS,4.633333333,5181
Minnesota,MN,Cook,Cook-MN,4.441666667,5176
Utah,UT,Garfield,Garfield-UT,9.066666667,5172
South Dakota,SD,Kingsbury,Kingsbury-SD,3.025,5148
Iowa,IA,Ringgold,Ringgold-IA,3.3,5131
Kentucky,KY,Carlisle,Carlisle-KY,5.791666667,5104
Illinois,IL,Calhoun,Calhoun-IL,6.816666667,5089
Pennsylvania,PA,Cameron,Cameron-PA,6.941666667,5085
Tennessee,TN,Pickett,Pickett-TN,7.816666667,5077
Nebraska,NE,Morrill,Morrill-NE,2.883333333,5042
Kansas,KS,Republic,Republic-KS,2.816666667,4980
Missouri,MO,Putnam,Putnam-MO,4,4979
Nebraska,NE,Furnas,Furnas-NE,2.658333333,4959
Kansas,KS,Scott,Scott-KS,2.808333333,4936
Texas,TX,Mills,Mills-TX,3.641666667,4936
Mississippi,MS,Sharkey,Sharkey-MS,9.866666667,4916
Missouri,MO,Holt,Holt-MO,3.65,4912
Kentucky,KY,Hickman,Hickman-KY,5.816666667,4902
New Mexico,NM,Hidalgo,Hidalgo-NM,6.291666667,4894
New Mexico,NM,Mora,Mora-NM,9.741666667,4881
Kansas,KS,Barber,Barber-KS,4.325,4861
Missouri,MO,Scotland,Scotland-MO,4.475,4843
New York,NY,Hamilton,Hamilton-NY,6.925,4836
Colorado,CO,Washington,Washington-CO,2.566666667,4814
Wyoming,WY,Hot Springs,Hot Springs-WY,4.066666667,4812
Oklahoma,OK,Dewey,Dewey-OK,3.558333333,4810
Texas,TX,Martin,Martin-TX,3.541666667,4799
Nevada,NV,Mineral,Mineral-NV,10.48333333,4772
Kentucky,KY,Owsley,Owsley-KY,10.38333333,4755
Virginia,VA,Bath,Bath-VA,4.083333333,4731
New Mexico,NM,Guadalupe,Guadalupe-NM,7.141666667,4687
South Dakota,SD,Marshall,Marshall-SD,3.925,4656
Texas,TX,Kimble,Kimble-TX,3.708333333,4607
Kansas,KS,Meade,Meade-KS,3.025,4575
Minnesota,MN,Kittson,Kittson-MN,4.616666667,4552
New Mexico,NM,Union,Union-NM,4.441666667,4549
Montana,MT,Musselshell,Musselshell-MT,4.208333333,4538
Oklahoma,OK,Grant,Grant-OK,2.766666667,4527
Nebraska,NE,Nuckolls,Nuckolls-NE,2.533333333,4500
Illinois,IL,Pope,Pope-IL,6.95,4470
Colorado,CO,Phillips,Phillips-CO,2.391666667,4442
Kansas,KS,Stafford,Stafford-KS,4.05,4437
Colorado,CO,Ouray,Ouray-CO,4.291666667,4436
Missouri,MO,Schuyler,Schuyler-MO,5.833333333,4431
Wisconsin,WI,Florence,Florence-WI,6.841666667,4423
North Carolina,NC,Tyrrell,Tyrrell-NC,9.483333333,4407
Texas,TX,Crane,Crane-TX,5.783333333,4375
Idaho,ID,Custer,Custer-ID,6.8,4368
South Dakota,SD,Deuel,Deuel-SD,5.05,4364
North Dakota,ND,Pierce,Pierce-ND,4.2,4357
Illinois,IL,Hardin,Hardin-IL,8.175,4320
Idaho,ID,Oneida,Oneida-ID,3.508333333,4286
South Dakota,SD,Gregory,Gregory-SD,3.191666667,4271
Nebraska,NE,Valley,Valley-NE,2.783333333,4260
Kansas,KS,Haskell,Haskell-KS,2.566666667,4256
Colorado,CO,Custer,Custer-CO,3.558333333,4255
Montana,MT,Phillips,Phillips-MT,5.041666667,4253
Wisconsin,WI,Menominee,Menominee-WI,9.858333333,4232
Montana,MT,Mineral,Mineral-MT,8.266666667,4223
North Dakota,ND,Wells,Wells-ND,3.95,4207
North Dakota,ND,Sioux,Sioux-ND,4.158333333,4153
Oklahoma,OK,Ellis,Ellis-OK,3.883333333,4151
North Dakota,ND,Lamoure,Lamoure-ND,2.458333333,4139
Texas,TX,Hardeman,Hardeman-TX,5,4139
Missouri,MO,Knox,Knox-MO,3.966666667,4131
Texas,TX,Sutton,Sutton-TX,6.041666667,4128
Minnesota,MN,Red Lake,Red Lake-MN,5.808333333,4089
Texas,TX,Concho,Concho-TX,3.275,4087
Washington,WA,Columbia,Columbia-WA,6.383333333,4078
South Dakota,SD,Edmunds,Edmunds-SD,2.516666667,4071
South Dakota,SD,Corson,Corson-SD,5.141666667,4050
Minnesota,MN,Lake of the Woods,Lake of the Woods-MN,4.433333333,4045
Iowa,IA,Adams,Adams-IA,2.758333333,4029
Texas,TX,Mason,Mason-TX,3.85,4012
Nevada,NV,Storey,Storey-NV,7.3,4010
North Dakota,ND,Cavalier,Cavalier-ND,2.758333333,3993
Washington,WA,Wahkiakum,Wahkiakum-WA,9.075,3978
Kansas,KS,Kearny,Kearny-KS,3.166666667,3977
Idaho,ID,Adams,Adams-ID,7.725,3976
Texas,TX,Fisher,Fisher-TX,3.933333333,3974
Nebraska,NE,Chase,Chase-NE,1.891666667,3966
Kansas,KS,Osborne,Osborne-KS,3.566666667,3858
Kansas,KS,Smith,Smith-KS,3.941666667,3853
North Dakota,ND,Sargent,Sargent-ND,1.808333333,3829
Idaho,ID,Lewis,Lewis-ID,6.033333333,3821
Nebraska,NE,Kimball,Kimball-NE,3.558333333,3821
Nebraska,NE,Webster,Webster-NE,3.558333333,3812
Texas,TX,Hemphill,Hemphill-TX,3.191666667,3807
Colorado,CO,Baca,Baca-CO,2.075,3788
Missouri,MO,Mercer,Mercer-MO,4.45,3785
South Dakota,SD,Lyman,Lyman-SD,4.725,3755
Nebraska,NE,Nance,Nance-NE,2.441666667,3735
Texas,TX,Baylor,Baylor-TX,3.583333333,3726
New Mexico,NM,Catron,Catron-NM,8.008333333,3725
Texas,TX,Knox,Knox-TX,3.808333333,3719
Texas,TX,Crockett,Crockett-TX,5.883333333,3719
South Dakota,SD,Clark,Clark-SD,3.691666667,3691
Oklahoma,OK,Harper,Harper-OK,2.916666667,3685
Texas,TX,Donley,Donley-TX,4.225,3677
Kansas,KS,Chautauqua,Chautauqua-KS,5.808333333,3669
Montana,MT,Sweet Grass,Sweet Grass-MT,2.766666667,3651
Oklahoma,OK,Roger Mills,Roger Mills-OK,4.058333333,3647
Texas,TX,Kinney,Kinney-TX,6.566666667,3598
Minnesota,MN,Traverse,Traverse-MN,4.091666667,3558
North Dakota,ND,Emmons,Emmons-ND,4.925,3550
North Dakota,ND,Dunn,Dunn-ND,1.891666667,3536
Colorado,CO,Costilla,Costilla-CO,6.491666667,3524
Texas,TX,Hudspeth,Hudspeth-TX,5.741666667,3476
Texas,TX,Schleicher,Schleicher-TX,4.683333333,3461
South Dakota,SD,Bennett,Bennett-SD,5.166666667,3431
South Dakota,SD,Hand,Hand-SD,2.366666667,3431
Nebraska,NE,Harlan,Harlan-NE,2.141666667,3423
Montana,MT,Sheridan,Sheridan-MT,2.483333333,3384
Texas,TX,Shackelford,Shackelford-TX,2.841666667,3378
Texas,TX,Reagan,Reagan-TX,4.591666667,3367
Texas,TX,Upton,Upton-TX,3.866666667,3355
Texas,TX,Hall,Hall-TX,5.45,3353
North Dakota,ND,Foster,Foster-ND,2.9,3343
South Dakota,SD,Hanson,Hanson-SD,3.375,3331
Texas,TX,Coke,Coke-TX,4.15,3320
Kansas,KS,Woodson,Woodson-KS,5.133333333,3309
Texas,TX,Real,Real-TX,5.283333333,3309
Kansas,KS,Rush,Rush-KS,3.575,3307
Texas,TX,Lipscomb,Lipscomb-TX,3.941666667,3302
Kansas,KS,Lincoln,Lincoln-KS,3.5,3241
California,CA,Sierra,Sierra-CA,8.958333333,3240
Kansas,KS,Morton,Morton-KS,4.333333333,3233
Nebraska,NE,Franklin,Franklin-NE,2.433333333,3225
Nebraska,NE,Sherman,Sherman-NE,2.891666667,3152
North Dakota,ND,Bowman,Bowman-ND,1.841666667,3151
Nebraska,NE,Brown,Brown-NE,3.708333333,3145
Texas,TX,Cochran,Cochran-TX,5.116666667,3127
North Dakota,ND,Nelson,Nelson-ND,3.691666667,3126
Kansas,KS,Ness,Ness-KS,3.275,3107
Montana,MT,Granite,Granite-MT,6.125,3079
Kansas,KS,Jewell,Jewell-KS,4.458333333,3077
Texas,TX,Collingsworth,Collingsworth-TX,3.641666667,3057
Kansas,KS,Edwards,Edwards-KS,3.316666667,3037
Texas,TX,Sherman,Sherman-TX,2.858333333,3034
South Dakota,SD,Jackson,Jackson-SD,4.416666667,3031
South Dakota,SD,Douglas,Douglas-SD,2.491666667,3002
Kansas,KS,Trego,Trego-KS,3.6,3001
South Dakota,SD,Perkins,Perkins-SD,3.175,2982
Nebraska,NE,Perkins,Perkins-NE,1.841666667,2970
South Dakota,SD,Stanley,Stanley-SD,2.433333333,2966
Kansas,KS,Decatur,Decatur-KS,3.758333333,2961
Oklahoma,OK,Harmon,Harmon-OK,3.358333333,2922
Nebraska,NE,Hitchcock,Hitchcock-NE,3.258333333,2908
Idaho,ID,Butte,Butte-ID,4.383333333,2891
Montana,MT,Fallon,Fallon-MT,2.3,2890
Kansas,KS,Elk,Elk-KS,4.9,2882
North Dakota,ND,McIntosh,McIntosh-ND,3.058333333,2809
South Dakota,SD,Ziebach,Ziebach-SD,4.958333333,2801
Kansas,KS,Chase,Chase-KS,3.691666667,2790
Utah,UT,Wayne,Wayne-UT,9.175,2778
Nebraska,NE,Pawnee,Pawnee-NE,2.575,2773
Kansas,KS,Logan,Logan-KS,2.45,2756
Nebraska,NE,Frontier,Frontier-NE,2.491666667,2756
Kansas,KS,Cheyenne,Cheyenne-KS,2.758333333,2726
South Dakota,SD,Aurora,Aurora-SD,2.241666667,2710
Kansas,KS,Gove,Gove-KS,2.583333333,2695
Kansas,KS,Hamilton,Hamilton-KS,2.008333333,2690
Kansas,KS,Graham,Graham-KS,3.975,2597
Kansas,KS,Sheridan,Sheridan-KS,2.3,2556
Kansas,KS,Kiowa,Kiowa-KS,3.025,2553
Nebraska,NE,Greeley,Greeley-NE,3.066666667,2538
Kansas,KS,Rawlins,Rawlins-KS,2.341666667,2519
Wyoming,WY,Niobrara,Niobrara-WY,2.883333333,2484
North Dakota,ND,Hettinger,Hettinger-ND,2.433333333,2477
Oklahoma,OK,Cimarron,Cimarron-OK,2.241666667,2475
North Dakota,ND,Renville,Renville-ND,3.275,2470
South Dakota,SD,McPherson,McPherson-SD,3.366666667,2459
Texas,TX,Dickens,Dickens-TX,4.641666667,2444
North Dakota,ND,Kidder,Kidder-ND,3.616666667,2435
North Dakota,ND,Griggs,Griggs-ND,2.283333333,2420
Texas,TX,Culberson,Culberson-TX,4.3,2398
North Dakota,ND,Grant,Grant-ND,3.141666667,2394
South Dakota,SD,Miner,Miner-SD,2.533333333,2389
North Dakota,ND,Eddy,Eddy-ND,4.65,2385
Colorado,CO,Sedgwick,Sedgwick-CO,3.358333333,2379
South Dakota,SD,Faulk,Faulk-SD,2.691666667,2364
South Dakota,SD,Sanborn,Sanborn-SD,2.583333333,2355
North Dakota,ND,Adams,Adams-ND,2.891666667,2343
Texas,TX,Jeff Davis,Jeff Davis-TX,3.358333333,2342
Montana,MT,Liberty,Liberty-MT,2.633333333,2339
South Dakota,SD,Potter,Potter-SD,3.3,2329
Virginia,VA,Highland,Highland-VA,3.541666667,2321
Kentucky,KY,Robertson,Robertson-KY,6.483333333,2282
Washington,WA,Garfield,Garfield-WA,6.191666667,2266
Utah,UT,Rich,Rich-UT,3.641666667,2264
North Dakota,ND,Towner,Towner-ND,2.708333333,2246
Texas,TX,Menard,Menard-TX,5.241666667,2242
Kansas,KS,Stanton,Stanton-KS,3.05,2235
Kansas,KS,Wichita,Wichita-KS,2.991666667,2234
Kansas,KS,Clark,Clark-KS,2.483333333,2215
Missouri,MO,Worth,Worth-MO,3.216666667,2171
Montana,MT,Wheatland,Wheatland-MT,5.391666667,2168
Michigan,MI,Keweenaw,Keweenaw-MI,1.208333333,2156
Nebraska,NE,Boyd,Boyd-NE,2.608333333,2099
Montana,MT,Judith Basin,Judith Basin-MT,3.458333333,2072
North Dakota,ND,Divide,Divide-ND,1.766666667,2071
South Dakota,SD,Jerauld,Jerauld-SD,2.283333333,2071
Colorado,CO,Dolores,Dolores-CO,3.1,2064
Nebraska,NE,Garden,Garden-NE,2.45,2057
Texas,TX,Oldham,Oldham-TX,3.008333333,2052
Nebraska,NE,Garfield,Garfield-NE,2.383333333,2049
South Dakota,SD,Mellette,Mellette-SD,5.208333333,2048
Nebraska,NE,Gosper,Gosper-NE,2.466666667,2044
Nebraska,NE,Dundy,Dundy-NE,2.116666667,2008
Texas,TX,Edwards,Edwards-TX,4.691666667,2002
North Dakota,ND,Logan,Logan-ND,2.758333333,1990
Nevada,NV,Eureka,Eureka-NV,6.016666667,1987
North Dakota,ND,Steele,Steele-ND,2.208333333,1975
North Dakota,ND,Burke,Burke-ND,3.25,1968
Nebraska,NE,Deuel,Deuel-NE,2.466666667,1941
South Dakota,SD,Haakon,Haakon-SD,2.283333333,1937
Kansas,KS,Hodgeman,Hodgeman-KS,3.233333333,1916
South Dakota,SD,Buffalo,Buffalo-SD,7.333333333,1912
Texas,TX,Armstrong,Armstrong-TX,2.683333333,1901
Kansas,KS,Comanche,Comanche-KS,3.416666667,1891
Montana,MT,Meagher,Meagher-MT,3.566666667,1891
Oregon,OR,Gilliam,Gilliam-OR,6.591666667,1871
North Dakota,ND,Oliver,Oliver-ND,5.65,1846
Colorado,CO,Cheyenne,Cheyenne-CO,2.708333333,1836
Oregon,OR,Sherman,Sherman-OR,6.275,1765
Montana,MT,Daniels,Daniels-MT,2.566666667,1751
Kansas,KS,Lane,Lane-KS,3.441666667,1750
Montana,MT,Powder River,Powder River-MT,2.541666667,1743
Montana,MT,McCone,McCone-MT,2.125,1734
North Dakota,ND,Golden Valley,Golden Valley-ND,2.208333333,1680
Texas,TX,Throckmorton,Throckmorton-TX,3.283333333,1641
Texas,TX,Briscoe,Briscoe-TX,3.85,1637
Texas,TX,Irion,Irion-TX,3.641666667,1599
Utah,UT,Piute,Piute-UT,6.475,1556
Nebraska,NE,Rock,Rock-NE,2.633333333,1526
Texas,TX,Cottle,Cottle-TX,7.2,1505
Texas,TX,Stonewall,Stonewall-TX,4.341666667,1490
Kansas,KS,Wallace,Wallace-KS,2.716666667,1485
South Dakota,SD,Campbell,Campbell-SD,3.033333333,1466
Oregon,OR,Wheeler,Wheeler-OR,5.216666667,1441
South Dakota,SD,Hyde,Hyde-SD,2.983333333,1420
Mississippi,MS,Issaquena,Issaquena-MS,16.86666667,1406
Colorado,CO,Kiowa,Kiowa-CO,2.658333333,1398
Colorado,CO,Jackson,Jackson-CO,3.708333333,1394
South Dakota,SD,Sully,Sully-SD,2.541666667,1373
Texas,TX,Foard,Foard-TX,4.325,1336
North Dakota,ND,Sheridan,Sheridan-ND,4.966666667,1321
Nebraska,NE,Sioux,Sioux-NE,2.466666667,1311
South Dakota,SD,Harding,Harding-SD,2.508333333,1255
Kansas,KS,Greeley,Greeley-KS,2.208333333,1247
Texas,TX,Glasscock,Glasscock-TX,2.875,1226
Texas,TX,Motley,Motley-TX,3.733333333,1210
Montana,MT,Garfield,Garfield-MT,2.716666667,1206
Montana,MT,Prairie,Prairie-MT,4.225,1179
California,CA,Alpine,Alpine-CA,8.025,1175
Montana,MT,Carter,Carter-MT,3.258333333,1160
Texas,TX,Sterling,Sterling-TX,3.441666667,1143
Idaho,ID,Camas,Camas-ID,3.575,1117
Utah,UT,Daggett,Daggett-UT,4.675,1059
Montana,MT,Wibaux,Wibaux-MT,3.283333333,1017
South Dakota,SD,Jones,Jones-SD,3.058333333,1006
Texas,TX,Terrell,Terrell-TX,4.958333333,984
Idaho,ID,Clark,Clark-ID,3.65,982
Nebraska,NE,Hayes,Hayes-NE,2.333333333,967
Texas,TX,Roberts,Roberts-TX,4.075,929
Montana,MT,Golden Valley,Golden Valley-MT,4.25,884
Colorado,CO,Hinsdale,Hinsdale-CO,3.05,843
Nebraska,NE,Keya Paha,Keya Paha-NE,2.208333333,824
Nebraska,NE,Wheeler,Wheeler-NE,2.416666667,818
Texas,TX,Kent,Kent-TX,2.575,808
North Dakota,ND,Billings,Billings-ND,3.15,783
Nevada,NV,Esmeralda,Esmeralda-NV,4.6,783
Nebraska,NE,Logan,Logan-NE,2.933333333,763
Nebraska,NE,Hooker,Hooker-NE,4.208333333,736
North Dakota,ND,Slope,Slope-ND,2.558333333,727
Montana,MT,Treasure,Treasure-MT,4.933333333,718
Colorado,CO,Mineral,Mineral-CO,3.616666667,712
Texas,TX,McMullen,McMullen-TX,2.066666667,707
Colorado,CO,San Juan,San Juan-CO,4.425,699
New Mexico,NM,Harding,Harding-NM,8.441666667,695
Nebraska,NE,Banner,Banner-NE,3.391666667,690
Nebraska,NE,Thomas,Thomas-NE,2.925,647
Texas,TX,Borden,Borden-TX,2.841666667,641
Nebraska,NE,Loup,Loup-NE,3.508333333,632
Nebraska,NE,Grant,Grant-NE,2.216666667,614
Nebraska,NE,McPherson,McPherson-NE,1.891666667,539
Montana,MT,Petroleum,Petroleum-MT,5.075,494
Nebraska,NE,Blaine,Blaine-NE,4.483333333,478
Nebraska,NE,Arthur,Arthur-NE,4.516666667,460
Texas,TX,Kenedy,Kenedy-TX,2.991666667,416
Texas,TX,King,King-TX,3.1,286
Texas,TX,Loving,Loving-TX,4.8,82
